owner,name,url,description,run_count,created_at,visibility,github_url,paper_url,license_url
rihan-a,colourful_interiors,https://replicate.com/rihan-a/colourful_interiors,"Bring your design visions to life with this AI model, trained on vibrant, modern interiors featuring luxurious designer furniture. Curated by an experienced interior architect, it delivers colorful, stylish, and sophisticated ideas to inspire any space.",496,2025-01-26T15:10:01.103464Z,public,,,
oliverobenrauch,ai-watchultra,https://replicate.com/oliverobenrauch/ai-watchultra,,9,2025-01-26T14:50:15.448753Z,public,,,
oliverobenrauch,ai-ldgrstx,https://replicate.com/oliverobenrauch/ai-ldgrstx,,10,2025-01-26T13:49:57.919159Z,public,,,
jbilcke,flux-satellite,https://replicate.com/jbilcke/flux-satellite,,32,2025-01-26T11:25:32.526705Z,public,,,
sunnykinger,gudworld-5gms-bites,https://replicate.com/sunnykinger/gudworld-5gms-bites,,23,2025-01-26T10:20:13.590569Z,public,,,
nicolas1234560,pokmok,https://replicate.com/nicolas1234560/pokmok,,168,2025-01-26T10:07:58.023730Z,public,,,
fottoai,remove-bg,https://replicate.com/fottoai/remove-bg,Remove image background with custom model to better result.,5675,2024-12-11T08:28:20.476997Z,public,,,
aaron31xxx,aaron1,https://replicate.com/aaron31xxx/aaron1,,495,2025-01-26T05:07:18.251289Z,public,,,
swk23,thrawn,https://replicate.com/swk23/thrawn,,91,2025-01-26T03:29:25.529746Z,public,,,
dogud,full-wine-glass,https://replicate.com/dogud/full-wine-glass,A fine-tuned FLUX for generating full to the brim wine glasses.,36,2025-01-26T00:06:10.502882Z,public,,,
wynncjf,musicgen_balearic_house_finetune,https://replicate.com/wynncjf/musicgen_balearic_house_finetune,,55,2025-01-24T21:49:11.521801Z,public,,,
galburdragos,photo-ai,https://replicate.com/galburdragos/photo-ai,,34,2025-01-25T14:51:42.298235Z,public,,,
sergiosevilla95,ser,https://replicate.com/sergiosevilla95/ser,,367,2025-01-25T01:33:17.452741Z,public,,,
codelace,model5today,https://replicate.com/codelace/model5today,,3684,2025-01-24T23:39:03.969431Z,public,,,
eccoai,tadddddd,https://replicate.com/eccoai/tadddddd,,24,2025-01-24T23:51:07.436493Z,public,,,
tencent,hunyuan-video,https://replicate.com/tencent/hunyuan-video,A state-of-the-art text-to-video generation model capable of creating high-quality videos with realistic motion from text descriptions,113094,2024-12-03T14:21:37.443615Z,public,https://github.com/zsxkib/HunyuanVideo/tree/replicate,https://github.com/Tencent/HunyuanVideo/blob/main/assets/hunyuanvideo.pdf,https://huggingface.co/tencent/HunyuanVideo/blob/main/LICENSE
swk23,padmelive,https://replicate.com/swk23/padmelive,,364,2025-01-24T22:49:14.993782Z,public,,,
braxiatel,flux-stickers-lora,https://replicate.com/braxiatel/flux-stickers-lora,better at creating stickers,829,2025-01-24T21:01:49.887318Z,public,,,
kjjk10,llasa-3b-long,https://replicate.com/kjjk10/llasa-3b-long,SoTA Zero Shot Voice Cloning and TTS model,1522,2025-01-24T18:11:45.563389Z,public,https://github.com/nivibilla/local-llasa-tts,,https://spdx.org/licenses/CC-BY-NC-ND-4.0
andrey-lepekhin,innop_25_no_captions_1500steps,https://replicate.com/andrey-lepekhin/innop_25_no_captions_1500steps,,99,2025-01-24T18:45:20.697968Z,public,,,
andrey-lepekhin,innop_25_autocaptions,https://replicate.com/andrey-lepekhin/innop_25_autocaptions,,51,2025-01-24T18:43:43.213238Z,public,,,
zsxkib,hunyuan-video-lora,https://replicate.com/zsxkib/hunyuan-video-lora,Hunyuan-Video LoRA Explorer + Trainer,42760,2024-12-19T16:48:07.986682Z,public,https://github.com/zsxkib/cog-comfyui-hunyuan-video,https://github.com/Tencent/HunyuanVideo/blob/main/assets/hunyuanvideo.pdf,https://huggingface.co/tencent/HunyuanVideo/blob/main/LICENSE
horl1993,afa1x1,https://replicate.com/horl1993/afa1x1,,59,2025-01-20T08:09:29.832424Z,public,,,
deepfates,hunyuan-game-of-thrones,https://replicate.com/deepfates/hunyuan-game-of-thrones,"Hunyuan-Video model finetuned on Game of Thrones (2011). Trigger word is ""GMFTH"". Use ""A video in the style of GMFTH, GMFTH"" at the beginning of your prompt for best results",125,2025-01-23T00:19:15.370569Z,public,,,
deepfates,hunyuan-spider-man-into-the-spider-verse,https://replicate.com/deepfates/hunyuan-spider-man-into-the-spider-verse,"Hunyuan-Video model finetuned on Spider-Man: Into the Spider-Verse (2018). Trigger word is ""SPDRM"". Use ""A video in the style of SPDRM, SPDRM"" at the beginning of your prompt for best results.",305,2025-01-23T00:49:47.148459Z,public,,,
deepfates,hunyuan-rrr,https://replicate.com/deepfates/hunyuan-rrr,"Hunyuan-Video model finetuned on RRR (2022). Trigger word is ""RRR"". Use ""A video in the style of RRR, RRR"" at the beginning of your prompt for best results.",78,2025-01-23T00:57:10.747067Z,public,,,
deepfates,hunyuan-dune,https://replicate.com/deepfates/hunyuan-dune,"Hunyuan-Video model finetuned on Dune (2021). Trigger word is ""DN"". Use ""A video in the style of DN, DN"" at the beginning of your prompt for best results.",393,2025-01-23T00:58:20.086503Z,public,,,
deepfates,hunyuan-the-matrix-trilogy,https://replicate.com/deepfates/hunyuan-the-matrix-trilogy,"Hunyuan-Video model finetuned on The Matrix Trilogy (1999). Trigger word is ""THMTR"". Use ""A video in the style of THMTR, THMTR"" at the beginning of your prompt for best results.",111,2025-01-23T00:39:31.630778Z,public,,,
deepfates,hunyuan-pixar,https://replicate.com/deepfates/hunyuan-pixar,"Hunyuan-Video model finetuned on Pixar Films (1995). Trigger word is ""PXR"". Use ""A video in the style of PXR, PXR"" at the beginning of your prompt for best results.",482,2025-01-23T00:37:51.247172Z,public,,,
deepfates,hunyuan-once-upon-a-time-in-hollywood,https://replicate.com/deepfates/hunyuan-once-upon-a-time-in-hollywood,"Hunyuan-Video model finetuned on Once Upon a Time in Hollywood (2019). Trigger word is ""NCPNT"". Use ""A video in the style of NCPNT, NCPNT"" at the beginning of your prompt for best results.",72,2025-01-23T00:55:30.196452Z,public,,,
deepfates,hunyuan-indiana-jones,https://replicate.com/deepfates/hunyuan-indiana-jones,"Hunyuan-Video model finetuned on Indiana Jones Series (1981). Trigger word is ""NDNJN"". Use ""A video in the style of NDNJN, NDNJN"" at the beginning of your prompt for best results.",102,2025-01-23T00:43:01.436773Z,public,,,
deepfates,hunyuan-arcane,https://replicate.com/deepfates/hunyuan-arcane,"Hunyuan-Video model finetuned on Arcane (2021). Trigger word is ""RCN"". Use ""A video in the style of RCN, RCN"" at the beginning of your prompt for best results.",353,2025-01-23T00:30:12.452589Z,public,,,
deepfates,hunyuan-the-lord-of-the-rings,https://replicate.com/deepfates/hunyuan-the-lord-of-the-rings,"Hunyuan-Video model finetuned on The Lord of the Rings Trilogy (2001). Trigger word is ""THLRD"". Use ""A video in the style of THLRD, THLRD"" at the beginning of your prompt for best results.",71,2025-01-23T00:32:00.983428Z,public,,,
deepfates,hunyuan-la-la-land,https://replicate.com/deepfates/hunyuan-la-la-land,"Hunyuan-Video model finetuned on La La Land (2016). Trigger word is ""LLLND"". Use ""A video in the style of LLLND, LLLND"" at the beginning of your prompt for best results.",379,2025-01-23T00:19:16.512522Z,public,,,
deepfates,hunyuan-cowboy-bebop,https://replicate.com/deepfates/hunyuan-cowboy-bebop,"Hunyuan-Video model finetuned on Cowboy Bebop (1998). Trigger word is ""CWBYB"". Use ""A video in the style of CWBYB, CWBYB"" at the beginning of your prompt for best results.",313,2025-01-23T00:54:23.248077Z,public,,,
deepfates,hunyuan-twin-peaks,https://replicate.com/deepfates/hunyuan-twin-peaks,"Hunyuan-Video model finetuned on Twin Peaks (1990). Trigger word is ""TWNPK"". Use ""A video in the style of TWNPK, TWNPK"" at the beginning of your prompt for best results.",515,2025-01-23T00:59:07.294376Z,public,,,
deepfates,hunyuan-the-grand-budapest-hotel,https://replicate.com/deepfates/hunyuan-the-grand-budapest-hotel,"Hunyuan-Video model finetuned on The Grand Budapest Hotel (2014). Trigger word is ""THGRN"". Use ""A video in the style of THGRN, THGRN"" at the beginning of your prompt for best results.",323,2025-01-23T00:35:57.395475Z,public,,,
deepfates,hunyuan-westworld,https://replicate.com/deepfates/hunyuan-westworld,"Hunyuan-Video model finetuned on Westworld (2016). Trigger word is ""WSTWR"". Use ""A video in the style of WSTWR, WSTWR"" at the beginning of your prompt for best results.",89,2025-01-23T00:51:35.835065Z,public,,,
deepfates,hunyuan-blade-runner-2049,https://replicate.com/deepfates/hunyuan-blade-runner-2049,"Hunyuan-Video model finetuned on Blade Runner 2049 (2017). Trigger word is ""BLDRN"". Use ""A video in the style of BLDRN, BLDRN"" at the beginning of your prompt for best results.",94,2025-01-23T00:25:42.030204Z,public,,,
deepfates,hunyuan-her,https://replicate.com/deepfates/hunyuan-her,"Hunyuan-Video model finetuned on Her (2013). Trigger word is ""HR"". Use ""A video in the style of HR, HR"" at the beginning of your prompt for best results.",117,2025-01-23T00:50:43.327453Z,public,,,
deepfates,hunyuan-pulp-fiction,https://replicate.com/deepfates/hunyuan-pulp-fiction,"Hunyuan-Video model finetuned on Pulp Fiction (1994). Trigger word is ""PLPFC"". Use ""A video in the style of PLPFC, PLPFC"" at the beginning of your prompt for best results.",377,2025-01-23T00:47:29.122913Z,public,,,
deepfates,hunyuan-blade-runner,https://replicate.com/deepfates/hunyuan-blade-runner,"Hunyuan-Video model finetuned on Blade Runner (1982). Trigger word is ""BLDRN"". Use ""A video in the style of BLDRN, BLDRN"" at the beginning of your prompt for best results.",99,2025-01-23T00:46:11.325543Z,public,,,
deepfates,hunyuan-inception,https://replicate.com/deepfates/hunyuan-inception,"Hunyuan-Video model finetuned on Inception (2010). Trigger word is ""NCPTN"". Use ""A video in the style of NCPTN, NCPTN"" at the beginning of your prompt for best results.",86,2025-01-23T00:46:49.263149Z,public,,,
deepfates,hunyuan-joker,https://replicate.com/deepfates/hunyuan-joker,"Hunyuan-Video model finetuned on Joker (2019). Trigger word is ""JKR"". Use ""A video in the style of JKR, JKR"" at the beginning of your prompt for best results.",88,2025-01-23T00:45:29.833873Z,public,,,
deepfates,hunyuan-spiderverse,https://replicate.com/deepfates/hunyuan-spiderverse,"Hunyuan-Video model finetuned on Spider-Man: Into the Spider-Verse (2018). Trigger word is ""SPDRV"". Use ""A video in the style of SPDRV, SPDRV"" at the beginning of your prompt for best results.",105,2025-01-23T19:32:16.496908Z,public,,,
ttsds,amphion_naturalspeech2,https://replicate.com/ttsds/amphion_naturalspeech2,The NaturalSpeech2 model by Amphion.,241,2025-01-23T15:40:57.950362Z,public,https://github.com/open-mmlab/Amphion,https://arxiv.org/abs/2304.09116,https://github.com/open-mmlab/Amphion/blob/main/LICENSE
ewanjnr,copememe,https://replicate.com/ewanjnr/copememe,,36,2025-01-23T14:22:43.983007Z,public,,,
fqai2025,groomfqai,https://replicate.com/fqai2025/groomfqai,,377,2025-01-22T12:15:43.410663Z,public,,,
ankit1478,flux-123bdhbbue,https://replicate.com/ankit1478/flux-123bdhbbue,A fine-tuned FLUX.1 model,26,2025-01-23T06:45:07.250909Z,public,,,
doctorparadox,ketanji-brown-jackson,https://replicate.com/doctorparadox/ketanji-brown-jackson,Create realistic images of Supreme Court Justice Ketanji Brown Jackson,8,2025-01-23T04:08:14.964475Z,public,,,
photomotion82,test-lora,https://replicate.com/photomotion82/test-lora,,1262,2025-01-23T02:11:12.957212Z,public,,,
doctorparadox,fannie-lou-hamer,https://replicate.com/doctorparadox/fannie-lou-hamer,,13,2025-01-23T02:53:26.009918Z,public,,,
baoliwaters,baladeur80s,https://replicate.com/baoliwaters/baladeur80s,Walkman Sony Sports 80's,32,2025-01-22T22:58:07.594379Z,public,,,
beancakes,flux-cyberpunk-people,https://replicate.com/beancakes/flux-cyberpunk-people,"Flux lora inspired by the video game, Cyberpunk 2077, for generating people in futuristic and dystopian backgrounds",166,2025-01-22T20:11:03.686925Z,public,,,
czeslov,weather-classification,https://replicate.com/czeslov/weather-classification,This model classifies weather conditions based on images. It uses a Convolutional Neural Network (CNN) trained on various weather phenomena to predict the weather condition of a given image.,9,2025-01-20T20:34:44.564612Z,public,,,
socialseo,michi8,https://replicate.com/socialseo/michi8,,16,2025-01-22T14:39:58.986426Z,public,,,
biggpt1,elina-jamalun,https://replicate.com/biggpt1/elina-jamalun,,189,2025-01-22T12:55:01.701219Z,public,,,
genericdeag,monkey-user,https://replicate.com/genericdeag/monkey-user,,34,2025-01-22T12:01:15.652101Z,public,,,
jichengdu,got-ocr-2,https://replicate.com/jichengdu/got-ocr-2,Towards OCR-2.0 via a Unified End-to-end Model,50,2025-01-20T11:04:36.501970Z,public,https://github.com/Ucas-HaoranWei/GOT-OCR2.0,https://github.com/Ucas-HaoranWei/GOT-OCR2.0/blob/main/GOT-OCR-2.0-paper.pdf,
nell696,me-lora,https://replicate.com/nell696/me-lora,,37,2025-01-22T02:27:26.614514Z,public,,,
mcam10,serving_looks,https://replicate.com/mcam10/serving_looks,"SERVING looks, Face Card",23,2025-01-22T01:07:16.414303Z,public,,,
lucataco,deepseek-r1-70b,https://replicate.com/lucataco/deepseek-r1-70b,DeepSeek's first generation reasoning models with comparable performance to OpenAI-o1,1875,2025-01-21T23:49:25.762654Z,public,https://github.com/lucataco/cog-ollama-deepseek-r1-70b,,https://huggingface.co/datasets/choosealicense/licenses/blob/main/markdown/mit.md
sundai-club,cocodoggo,https://replicate.com/sundai-club/cocodoggo,A fine-tuned FLUX.1 model,44,2025-01-21T20:05:37.397268Z,public,,,
swk23,ventress,https://replicate.com/swk23/ventress,,38,2025-01-21T23:09:34.399024Z,public,,,
mowgli-junior,andy_lora_new,https://replicate.com/mowgli-junior/andy_lora_new,,30,2024-11-29T18:47:34.830844Z,public,,,
drdanieltsang,3dcartoonstyle,https://replicate.com/drdanieltsang/3dcartoonstyle,,145,2025-01-21T18:38:10.145445Z,public,,,
mnmzcz,mnmzjan,https://replicate.com/mnmzcz/mnmzjan,,179,2025-01-21T12:17:14.739553Z,public,,,
horl1993,ebe1x1,https://replicate.com/horl1993/ebe1x1,,36,2025-01-21T10:55:37.046925Z,public,,,
stoodioai,forsberg-don,https://replicate.com/stoodioai/forsberg-don,,1595,2024-11-28T10:44:38.507534Z,public,,,
horl1993,dme1x1,https://replicate.com/horl1993/dme1x1,,22,2025-01-21T09:23:45.555308Z,public,,,
kondagen,flux-konda-kkabir,https://replicate.com/kondagen/flux-konda-kkabir,,56,2025-01-21T07:27:26.729967Z,public,,,
kondagen,flux-konda-kpradeep,https://replicate.com/kondagen/flux-konda-kpradeep,,53,2025-01-21T06:54:45.626607Z,public,,,
aaronhayes,sam2-infill-anything,https://replicate.com/aaronhayes/sam2-infill-anything,Inpaint anything with automatic mask generation,907,2025-01-21T02:00:32.492813Z,public,,,
brockmesarich,thumbnailfinal,https://replicate.com/brockmesarich/thumbnailfinal,,364,2025-01-21T01:38:03.124828Z,public,,,
felixyifeiwang,dreamin-character,https://replicate.com/felixyifeiwang/dreamin-character,,176,2025-01-20T19:46:54.680028Z,public,,,
andrei907,maria_avatar_image,https://replicate.com/andrei907/maria_avatar_image,,187,2025-01-20T21:09:21.218837Z,public,,,
kondagen,pradeep,https://replicate.com/kondagen/pradeep,Senior Police,32,2025-01-20T20:24:53.180536Z,public,,,
asiryan,flux-dev,https://replicate.com/asiryan/flux-dev,FLUX Dev Model (Text2Img and Img2Img),5751,2024-09-19T20:53:57.023652Z,public,https://github.com/AsiryanOnReplicate/cog-flux-dev-text2img-img2img,,
sundai-club,ytahk13,https://replicate.com/sundai-club/ytahk13,A fine-tuned FLUX.1 model,29,2025-01-20T20:00:17.869316Z,public,,,
sundai-club,novascope,https://replicate.com/sundai-club/novascope,A fine-tuned FLUX.1 model,21,2025-01-20T19:57:49.390070Z,public,,,
sundai-club,pumkino,https://replicate.com/sundai-club/pumkino,A fine-tuned FLUX.1 model,204,2025-01-20T19:59:05.125901Z,public,,,
sundai-club,snow_bunny,https://replicate.com/sundai-club/snow_bunny,A fine-tuned FLUX.1 model,104,2025-01-20T19:54:18.814162Z,public,,,
sundai-club,foley_dog,https://replicate.com/sundai-club/foley_dog,A fine-tuned FLUX.1 model,208,2025-01-20T19:43:10.419984Z,public,,,
sundai-club,rand_ted_comi_ai,https://replicate.com/sundai-club/rand_ted_comi_ai,A fine-tuned FLUX.1 model,28,2025-01-20T19:44:01.533324Z,public,,,
sundai-club,alolan_vulpix_flux,https://replicate.com/sundai-club/alolan_vulpix_flux,A fine-tuned FLUX.1 model to generate Alolan Vulpix!!,36,2025-01-20T19:54:53.799414Z,public,,,
sundai-club,umang_dog,https://replicate.com/sundai-club/umang_dog,A fine-tuned FLUX.1 model,71,2025-01-20T19:41:54.294944Z,public,,,
sundai-club,girl_generation,https://replicate.com/sundai-club/girl_generation,A fine-tuned FLUX.1 model,406,2025-01-20T19:38:10.280390Z,public,,,
sundai-club,pc_valentino,https://replicate.com/sundai-club/pc_valentino,A fine-tuned FLUX.1 model,17,2025-01-20T19:41:28.528927Z,public,,,
sundai-club,ginger_cat,https://replicate.com/sundai-club/ginger_cat,A fine-tuned FLUX.1 model that has knowledge of the pet cat named Ginger,245,2025-01-20T19:26:05.053868Z,public,,,
sczhou,codeformer,https://replicate.com/sczhou/codeformer,Robust face restoration algorithm for old photos / AI-generated faces,45234070,2022-09-06T20:05:18.214583Z,public,https://github.com/sczhou/CodeFormer,https://arxiv.org/abs/2206.11253,https://github.com/sczhou/CodeFormer/blob/master/LICENSE
felixyifeiwang,dreamin-map,https://replicate.com/felixyifeiwang/dreamin-map,,72,2025-01-20T18:42:00.025804Z,public,,,
asiryan,flux-schnell,https://replicate.com/asiryan/flux-schnell,FLUX Schnell Model (Text2Img and Img2Img),14242,2024-09-19T12:07:27.199929Z,public,https://github.com/AsiryanOnReplicate/cog-flux-schnell-text2img-img2img,,
subhash25rawat,flux-vton,https://replicate.com/subhash25rawat/flux-vton,"The power of flux with the model trained on VITON-HD used for try-on on categories such as upper body, lower body and full body dresses",6621,2025-01-16T14:43:51.655451Z,public,,,
hssangha575,ziki-jinder,https://replicate.com/hssangha575/ziki-jinder,,404,2025-01-20T14:24:13.958223Z,public,,,
ardianfe,demucs-prod2,https://replicate.com/ardianfe/demucs-prod2,Pemisah suara temannya musisi,1653,2025-01-20T13:16:31.114377Z,public,,,
nico201433,elena,https://replicate.com/nico201433/elena,,267,2025-01-20T11:34:10.764416Z,public,,,
mariosromano,ai-linear2,https://replicate.com/mariosromano/ai-linear2,,30,2025-01-20T01:37:00.527840Z,public,,,
syyyone,yone,https://replicate.com/syyyone/yone,,19,2025-01-19T13:53:49.078762Z,public,,,
arietudo,ferchis,https://replicate.com/arietudo/ferchis,,260,2025-01-19T08:23:55.139905Z,public,,,
